UniqueCount	AmbigCount
0	19398837
0	33255173
0	12987271
0	76557
0	158786
0	8442393
0	2494
0	2810
0	283
0	237
0	162
0	125
0	65
0	230
0	144
0	21
0	1819
0	6
0	43
0	1
0	23
0	226
0	40
0	387
0	167
0	53
0	21
0	1
0	0
0	469
0	0
0	2
0	18
0	98
0	718
0	1849
0	0
0	180
0	174
0	3578
0	348
0	877
0	0
0	1000
0	23
0	0
0	511
0	699
0	0
0	2233
0	8500
0	163
0	13
0	735
0	361
0	477
0	1
0	284
0	30
0	47
0	0
0	0
0	1085
0	1129
0	1188
0	622
0	815
0	0
0	2
0	1588
0	5
0	76
0	2
0	8
0	0
0	586
0	745
0	8
0	188
0	1
0	65
0	43
0	41
0	2305
0	4
0	9452
0	358
0	913
0	443
0	0
0	161
0	156
0	6
0	0
0	0
0	8
0	0
0	390
0	65
0	2
0	4
0	6
0	1
0	333
0	249
0	90
0	29
0	31
0	97
0	73
0	122
0	0
0	0
0	1158
0	0
0	190
0	294
0	1183
0	73
0	183
0	1
0	61
0	0
0	0
0	0
0	282
0	857
0	531
0	0
0	9244
0	63
0	2
0	0
0	139
0	0
0	675
0	900
0	41
0	40
0	103
0	0
0	123
0	0
0	0
0	2955
0	25
0	13
0	0
0	0
0	67
0	0
0	1
0	0
0	3
0	8
0	5888
0	0
0	3
0	869
0	5
0	1121
0	0
0	179
0	5028
0	48
0	5
0	218
0	331
0	3
0	0
0	0
0	0
0	52
0	9
0	1
0	2287
0	12
0	0
0	749
0	0
0	3010
0	1750
0	0
0	485
0	5336
0	5
0	75
0	348
0	13
0	226
0	0
0	5
0	0
0	0
0	0
0	0
0	312
0	2025
0	10
0	1101
0	0
0	0
0	1
0	8
0	1
0	2676
0	1056
0	77
0	2
0	318
0	395
0	216
0	0
0	3
0	1332
0	105
0	2
0	1220
0	1
0	42
0	36
0	34
0	0
0	0
0	126
0	5
0	5
0	167
0	9
0	72
0	422
0	170
0	0
0	1111
0	0
0	1021
0	10
0	3
0	419
0	643
0	909
0	930
0	0
0	88
0	24
0	36
0	0
0	140
0	129
0	70
0	483
0	1
0	0
0	184
0	0
0	0
0	0
0	0
0	0
