UniqueCount	AmbigCount
0	21416794
0	30371993
0	11221860
0	77746
0	183304
0	6713903
0	2503
0	1293
0	326
0	246
0	178
0	125
0	77
0	231
0	118
0	5
0	1299
0	1
0	23
0	1
0	69
0	4
0	27
0	365
0	36
0	87
0	24
0	2
0	0
0	1879
0	0
0	5
0	0
0	109
0	419
0	729
0	0
0	57
0	139
0	1683
0	440
0	1600
0	0
0	561
0	30
0	1
0	251
0	638
0	0
0	766
0	10043
0	101
0	6
0	133
0	475
0	187
0	2
0	139
0	8
0	38
0	0
0	0
0	62
0	4421
0	1722
0	562
0	1090
0	0
0	14
0	587
0	6
0	252
0	9
0	23
0	0
0	534
0	1128
0	11
0	393
0	0
0	72
0	29
0	9
0	1573
0	1
0	16971
0	336
0	938
0	301
0	0
0	119
0	123
0	3
0	0
0	1
0	0
0	0
0	120
0	232
0	5
0	3
0	0
0	1
0	86
0	18
0	40
0	23
0	49
0	197
0	42
0	103
0	1
0	0
0	1099
0	0
0	176
0	363
0	1702
0	133
0	69
0	44
0	132
0	0
0	0
0	0
0	148
0	330
0	674
0	0
0	16345
0	92
0	9
0	0
0	49
0	0
0	1231
0	743
0	44
0	368
0	16
0	6
0	67
0	0
0	0
0	2479
0	1
0	10
0	0
0	0
0	49
0	0
0	0
0	0
0	0
0	5
0	6769
0	0
0	0
0	866
0	13
0	1268
0	0
0	18
0	1122
0	45
0	2
0	14
0	131
0	0
0	0
0	0
0	0
0	35
0	3
0	0
0	1652
0	22
0	0
0	366
0	0
0	2564
0	1109
0	0
0	218
0	2055
0	7
0	255
0	779
0	11
0	430
0	0
0	7
0	0
0	0
0	0
0	0
0	92
0	488
0	1
0	398
0	0
0	0
0	0
0	11
0	0
0	2022
0	411
0	16
0	0
0	841
0	215
0	128
0	1
0	5
0	8154
0	120
0	13
0	238
0	0
0	8
0	68
0	36
0	0
0	0
0	135
0	11
0	4
0	284
0	5
0	152
0	186
0	56
0	0
0	752
0	0
0	1203
0	24
0	2
0	206
0	223
0	1241
0	571
0	1
0	187
0	63
0	11
0	0
0	232
0	89
0	45
0	472
0	3
0	1
0	536
0	0
0	3
0	1
0	0
0	1
0	865
0	429
0	227
0	134
0	77
0	5
0	1
0	6365
0	1
0	0
0	32
0	0
0	0
0	71
0	0
0	71
0	1
0	28
0	170
0	0
0	3
0	0
0	0
0	20
0	1
0	1
0	0
0	0
0	149
0	567
0	29
0	0
0	52
0	11
0	0
0	5
0	114
0	33
0	0
0	18
0	21328
0	332
0	463
0	0
0	3724
0	10
0	107
0	5
0	143
0	1
0	32
0	0
0	466
0	0
0	0
0	29
0	1574
0	24
0	18
0	920
0	0
0	6
0	1076
0	1252
0	2
0	10
0	0
0	475
0	57
0	0
0	39
0	0
0	390
0	0
0	4
0	1
0	131
0	0
0	1600
0	0
0	1
0	3120
0	334
0	107
0	6
0	1
0	79
0	0
0	12
0	847
0	11
0	1030
0	24
0	386
0	0
0	288
0	1430
0	603
