UniqueCount	AmbigCount
0	18066689
0	35320734
0	15171583
0	78225
0	146826
0	9873516
0	1916
0	2311
0	243
0	216
0	159
0	101
0	59
0	143
0	159
0	16
0	278
0	0
0	96
0	3
0	21
0	734
0	22
0	349
0	203
0	68
0	493
0	0
0	0
0	61
0	0
0	9
0	4
0	27
0	1098
0	218
0	0
0	6279
0	366
0	3134
0	195
0	1905
0	0
0	1621
0	13
0	0
0	24
0	1035
0	0
0	2736
0	3159
0	207
0	15
0	402
0	392
0	246
0	0
0	191
0	7
0	35
0	0
0	0
0	505
0	1288
0	412
0	506
0	905
0	0
0	3
0	2104
0	1
0	68
0	0
0	39
0	0
0	4061
0	813
0	5
0	434
0	5
0	143
0	61
0	30
0	1070
0	1
0	5766
0	344
0	388
0	2514
0	0
0	65
0	216
0	5
0	0
0	0
0	38
0	0
0	427
0	6
0	2
0	9
0	0
0	1
0	2436
0	287
0	19
0	9
0	15
0	39
0	34
0	667
0	0
0	0
0	2153
0	0
0	257
0	263
0	1699
0	36
0	1195
0	0
0	88
0	0
0	0
0	0
0	718
0	848
0	267
0	0
0	5049
0	75
0	0
0	0
0	111
0	1
0	1916
0	1528
0	0
0	22
0	263
0	3
0	147
0	0
0	0
0	162
0	3
0	31
0	0
0	0
0	23
0	0
0	0
0	0
0	1
0	2
0	6274
0	0
0	3
0	591
0	0
0	871
0	0
0	101
0	7236
0	8
0	14
0	442
0	250
0	1
0	0
0	0
0	0
0	26
0	8
0	0
0	4380
0	29
0	0
0	4234
0	0
0	1217
0	3790
0	0
0	213
0	2582
0	4
0	6
0	245
0	11
0	156
0	0
0	12
0	0
0	0
0	1
0	0
0	449
0	1684
0	12
0	1321
0	0
0	0
0	0
0	9
0	0
0	1532
0	602
0	1375
0	0
0	288
0	564
0	164
0	2
0	2
0	10
0	126
0	3
0	176
0	0
0	4
0	30
0	11
0	0
0	0
0	200
0	0
0	12
0	288
0	12
0	83
0	586
0	299
0	0
0	2132
0	0
0	178
0	2
0	5
0	379
0	587
0	384
0	2179
0	0
0	74
0	38
0	37
0	0
0	123
0	89
0	360
0	47
0	1
0	1
0	7
0	0
0	1
0	0
0	0
0	0
0	2624
0	351
0	65
0	1225
0	875
0	6
0	610
0	1328
0	20
0	30
0	3
0	0
0	0
0	224
0	0
0	112
0	83
0	55
0	403
0	0
0	7
0	0
0	0
0	8
0	3
0	25
0	0
0	31
0	66
0	310
0	41
0	0
0	50
0	58
0	0
0	0
0	22
0	43
0	0
0	0
0	3676
0	587
0	1442
0	0
0	248
0	1
0	106
0	2
0	107
0	1
0	45
0	0
0	99
0	0
0	0
0	171
0	627
0	720
0	2
0	179
0	6
0	13
0	667
0	5492
0	11
0	3
0	4
0	153
0	50
0	0
0	3181
0	0
0	139
0	1
0	9
0	2
0	146
0	0
0	447
0	3
0	0
0	87
0	71
0	0
0	1
0	13
0	9
0	0
0	8
0	1474
0	9
0	6981
0	237
0	49
0	1
0	231
0	35
0	291
0	308
0	53
0	560
0	494
0	1
0	0
0	1527
0	220
0	0
0	0
0	3
0	4337
0	22
0	0
0	6130
0	0
0	0
0	57
0	224
0	448
0	278
0	7
0	2091
0	2
0	0
0	7016
0	58
0	19
0	0
0	32
0	201
0	0
0	11
0	4
0	0
0	2
0	0
0	0
0	0
0	11
0	0
0	170
0	0
0	1
0	237
0	0
0	9
0	72
0	3863
0	85
0	0
0	145
0	0
0	3
0	0
0	76
0	0
0	4824
0	121
0	1210
0	65
0	837
0	27
0	14
0	81
0	28
0	427
0	43
0	51
0	94
0	0
0	4
0	2
0	3
0	4102
0	52
0	23
0	1
0	30
0	42
0	18
0	46
0	40
0	0
0	16
0	2
0	315
0	181
0	215
0	21
0	1419
0	35
0	125
0	1407
0	1132
0	2
0	950
0	220
0	34
0	4227
0	0
0	10371
0	0
0	7
0	568
0	188
0	20
0	183
0	1864
0	195
0	22
0	2067
0	0
0	0
0	84
0	3
0	0
0	2
0	0
0	363
0	126
0	200
0	12371
0	74
0	14
0	260
0	5
0	0
0	0
0	2
0	1940
0	4
0	512
0	64
0	14
0	0
0	32
0	2
0	7
0	162
0	49
0	0
0	2
0	0
0	38
0	231
0	60
0	860
0	0
0	145
0	1656
0	0
0	294
0	0
0	0
0	201
0	123
0	9
0	11
0	47
0	109
0	1773
0	10
0	0
0	0
0	10
0	3390
0	40
0	1138
0	2
0	0
0	142
0	0
0	503
0	344
0	1382
0	87
0	56
0	392
0	185
0	3694
0	1411
0	4133
0	6
0	3
0	1774
0	0
0	0
0	205
0	1086
0	54
0	164
0	474
0	373
0	250
0	0
0	43
0	36
0	18311
0	0
0	435
0	20
0	63
0	0
0	0
0	39
0	1
0	7
0	3622
0	106
0	0
0	0
0	26
0	7
0	4
0	0
0	3
0	0
0	3
