UniqueCount	AmbigCount
0	21257637
0	30151686
0	11157757
0	86899
0	178350
0	6677666
0	2481
0	1309
0	287
0	252
0	185
0	115
0	59
0	220
0	94
0	7
0	1246
0	2
0	35
0	4
0	55
0	5
0	27
0	414
0	37
0	64
0	19
0	0
0	0
0	1833
0	0
0	2
0	0
0	98
0	435
0	724
0	0
0	54
0	134
0	1773
0	423
0	1603
0	0
0	608
0	41
0	2
0	220
0	646
0	0
0	741
0	9639
0	103
0	6
0	178
0	460
0	171
0	3
0	119
0	13
0	23
0	0
0	0
0	47
0	4348
0	1739
0	582
0	1007
0	0
0	13
0	571
0	5
0	207
0	8
0	22
0	0
0	501
0	1122
0	6
0	374
0	2
0	73
0	35
0	11
0	1531
0	2
0	16594
0	346
0	900
0	297
0	0
0	102
0	139
0	4
0	0
0	0
0	2
0	0
0	116
0	215
0	5
0	2
0	0
0	1
0	61
0	30
0	35
0	12
0	48
0	195
0	35
0	113
0	0
0	0
0	1162
0	0
0	183
0	318
0	1723
0	143
0	82
0	32
0	135
0	0
0	0
0	0
0	136
0	324
0	678
0	0
0	16901
0	86
0	7
0	0
0	58
0	1
0	1219
0	758
0	41
0	390
0	15
0	11
0	64
0	0
0	0
0	2467
0	6
0	6
0	0
0	0
0	57
0	1
0	1
0	0
0	1
0	1
0	6317
0	0
0	0
0	799
0	15
0	1189
0	0
0	21
0	1164
0	49
0	1
0	14
0	111
0	3
0	0
0	0
0	0
0	28
0	4
0	0
0	1647
0	16
0	0
0	361
0	0
0	2602
0	1201
0	0
0	190
0	2034
0	4
0	282
0	818
0	11
0	357
0	0
0	13
0	0
0	0
0	1
0	0
0	90
0	497
0	1
0	431
0	1
0	0
0	1
0	3
0	0
0	1944
0	356
0	9
0	3
0	837
0	202
0	129
0	1
0	5
0	7844
0	101
0	15
0	224
0	0
0	8
0	70
0	37
0	0
0	0
0	166
0	20
0	5
0	303
0	4
0	117
0	132
0	61
0	0
0	795
0	0
0	1188
0	19
0	3
0	223
0	197
0	1271
0	528
0	3
0	204
0	59
0	9
0	0
0	216
0	75
0	37
0	496
0	2
0	0
0	491
0	0
0	2
0	0
0	0
0	2
0	808
0	402
0	236
0	135
0	90
0	3
0	0
0	6118
0	0
0	0
0	40
0	0
0	0
0	60
0	0
0	65
0	2
0	33
0	151
0	0
0	7
0	0
0	1
0	26
0	1
0	0
0	0
0	0
0	152
0	479
0	45
0	0
0	55
0	16
0	0
0	5
0	130
0	24
0	0
0	17
0	21476
0	359
0	461
0	2
0	3676
0	9
0	114
0	2
0	161
0	0
0	43
0	0
0	469
0	0
0	0
0	30
0	1462
0	23
0	19
0	851
0	0
0	1
0	1019
0	1225
0	1
0	9
0	1
0	497
0	73
0	0
0	41
0	0
0	385
0	2
0	5
0	0
0	134
0	0
0	1497
0	0
0	2
0	2876
0	318
0	108
0	2
0	1
0	55
0	3
0	11
0	817
0	9
0	1045
