UniqueCount	AmbigCount
0	28133475
0	40316527
0	14230399
0	90071
0	221925
0	8234325
0	2670
0	1253
0	319
0	236
0	160
0	87
0	57
0	318
0	97
0	9
0	1850
0	8
0	42
0	1
0	75
0	14
0	15
0	360
0	25
0	159
0	22
0	3
0	0
0	3052
0	0
0	7
0	0
0	160
0	486
0	687
0	0
0	49
0	130
0	1795
0	349
0	2986
0	0
0	714
0	103
0	3
0	198
0	860
0	0
0	696
0	13480
0	139
0	10
0	163
0	715
0	160
0	7
0	86
0	14
0	32
0	0
0	0
0	40
0	6821
0	1580
0	853
0	1114
0	0
0	14
0	379
0	5
0	256
0	16
0	63
0	0
0	596
0	1925
0	8
0	412
0	0
0	135
0	40
0	22
0	1721
0	0
0	24827
0	541
0	1063
0	221
0	1
0	125
0	114
0	5
0	0
0	0
0	0
0	0
0	113
0	356
0	4
0	4
0	0
0	0
0	62
0	29
0	44
0	10
0	75
0	249
0	39
0	188
0	0
0	0
0	2248
0	0
0	505
0	469
0	2390
0	177
0	86
0	38
0	244
0	0
0	0
0	0
0	108
0	307
0	1169
0	0
0	19333
0	140
0	7
0	0
0	148
0	0
0	1688
0	1166
0	98
0	466
0	6
0	10
0	149
0	0
0	1
0	3025
0	8
0	10
0	0
0	1
0	34
0	0
0	0
0	0
0	5
0	5
0	7364
0	0
0	0
0	1485
0	14
0	1411
0	0
0	15
0	1219
0	146
0	2
0	22
0	171
0	1
0	0
0	0
0	0
0	18
0	8
0	0
0	2006
0	21
0	0
0	375
0	0
0	3554
0	2051
0	0
0	143
0	2320
0	8
0	383
0	1089
0	12
0	534
0	0
0	13
0	0
0	0
0	0
0	0
0	107
0	1033
0	1
0	337
0	0
0	0
0	0
0	5
0	0
0	2031
0	411
0	40
0	0
0	938
0	270
0	156
0	12
0	7
0	11500
0	97
0	22
0	377
0	0
0	8
0	135
0	47
0	0
0	0
0	277
0	15
0	4
0	301
0	3
0	245
0	192
0	139
0	0
0	796
0	0
0	1176
0	15
0	6
0	206
0	411
0	947
0	1141
0	4
0	389
0	160
0	21
0	0
0	238
0	68
0	37
0	886
0	1
0	0
0	551
0	0
0	5
0	1
0	0
0	5
0	754
0	820
0	209
0	205
0	63
0	6
0	2
0	7824
0	0
0	0
0	64
0	0
0	0
0	154
0	0
0	60
0	12
0	22
0	186
0	0
0	7
0	0
0	0
0	35
0	8
0	2
0	0
0	1
0	185
0	470
0	46
0	0
0	70
0	5
0	0
0	10
0	143
0	23
0	0
0	48
0	28618
0	476
0	511
0	0
0	4731
0	7
0	115
0	1
0	232
0	0
0	55
0	0
0	519
0	1
0	0
0	121
0	2599
0	28
0	11
0	856
0	6
0	10
0	1115
0	1502
0	1
0	9
0	0
0	729
0	47
0	0
0	23
0	0
0	735
0	0
0	2
0	1
0	155
0	0
0	2773
0	0
0	1
0	3688
0	403
0	137
0	2
0	5
0	148
0	2
0	20
0	1244
0	15
0	642
0	10
0	200
0	0
0	389
0	2376
0	667
0	366
0	251
0	4
0	71
0	0
0	1
0	2908
0	34
0	0
0	1
0	25
0	5490
0	159
0	0
0	7122
0	0
0	0
0	613
0	3
0	3950
0	163
0	0
0	69
0	0
0	0
0	1422
0	68
0	2774
0	0
0	31
0	303
0	0
0	10
0	35
0	0
0	10
0	0
0	0
0	0
0	52
0	0
0	603
0	0
0	0
0	435
0	0
0	41
0	0
0	1275
0	112
0	0
0	160
0	0
0	2
0	9
0	570
0	0
0	5691
0	122
0	2237
0	156
0	1593
0	69
0	10
0	1
0	38
0	63
0	48
0	100
0	43
0	0
0	22
0	2518
0	38
0	2420
0	90
0	5
0	1
0	45
0	234
0	42
0	50
0	76
0	0
0	14
0	36
0	640
0	625
0	123
0	17
0	4879
0	19
0	615
0	735
0	461
0	4
0	995
0	195
0	1
0	924
0	0
0	131
0	0
0	34
0	235
0	79
0	108
0	209
0	1479
0	632
0	32
0	4306
0	5
0	0
0	166
0	1
0	2
0	0
0	0
0	299
0	13
0	459
0	83
0	79
0	23
0	21
0	97
0	0
0	10
0	1998
0	2636
0	1
0	35
0	111
0	5
0	0
0	18
0	7
0	0
0	381
0	9
0	1
0	0
0	0
0	52
0	210
0	7
0	85
0	0
0	65
0	2099
0	125
0	0
0	0
0	0
0	144
0	258
0	13
0	2
0	28
0	279
0	388
0	12
0	0
0	0
0	5
0	38
0	39
0	3
0	15
0	0
0	54
0	0
0	413
0	355
0	49
0	267
0	583
0	17
0	271
0	1097
0	793
0	1169
0	4
0	12
0	8
0	1
0	0
0	1126
0	238
0	16
0	272
0	400
0	662
0	531
0	1
0	17
0	192
0	409
0	5
0	299
0	0
0	37
0	18
0	0
0	57
0	1
0	26
0	73
0	113
0	0
0	0
0	37
0	3
0	2
0	1
0	7
0	1
0	9
0	0
0	217
0	32
0	307
0	0
0	0
0	50
0	0
0	12
0	42
0	3
0	587
0	0
0	0
0	0
0	138
0	0
0	0
0	582
0	0
0	9
0	22
0	6
0	224
0	0
0	0
0	13
0	0
0	77
0	319
0	0
0	5855
0	0
0	0
0	134
0	0
0	19
0	0
0	1103
0	0
0	1323
0	82
0	251
0	255
0	41
0	1
0	112
0	8
0	1
0	566
0	1162
0	441
0	28
0	12571
0	338
0	1
0	192
0	3838
0	14
0	3510
0	17
0	10
0	322
0	0
0	0
0	18
0	2
0	215
0	45
0	155
0	5
0	23
0	5
0	0
0	101
0	15
0	437
0	10061
0	0
0	0
0	3311
0	169
0	0
0	81
0	1
0	9
0	2
0	0
0	0
0	658
0	1
0	0
0	22
0	14
0	212
0	0
0	0
0	436
0	1932
0	107
0	2
0	0
0	58685
0	50
0	66
0	206
0	830
0	1
0	2
0	5207
0	1572
0	284
0	232
0	0
0	0
0	549
0	93
0	2185
0	0
0	282
0	36
0	14
0	5
0	0
0	49
0	4
0	534
0	23
0	1
0	8022
0	0
0	21
0	651
0	48
0	43
0	21
0	89
0	0
0	0
0	0
0	28
0	0
0	27
0	0
0	0
0	56
0	90
0	1839
0	81
0	4
0	5122
0	3
0	158
0	29
0	441
0	80
0	146
0	20
0	1
0	171
0	1559
0	40
0	20
0	0
0	1
0	312
0	524
0	1033
0	133
0	488
0	0
0	188
0	3
0	2130
0	1
0	49
0	0
0	255
0	165
0	0
0	146
0	15
0	28
0	1
0	5
0	0
0	0
0	1
0	357
0	195
0	1639
0	610
0	0
0	495
0	359
0	103
0	936
0	0
0	0
0	7
0	0
0	120
0	933
0	229
0	263
0	1368
0	1
0	575
0	1
0	13
0	0
0	37
0	1
0	25
0	27
0	0
0	5
0	13
0	272
0	6
0	173
0	673
0	14
0	534
0	159
0	210
0	2139
0	6
0	10
0	7
0	64
0	4
0	113
0	3
0	5
0	93
0	584
0	51
0	2374
0	6498
0	0
0	14
0	61
0	91
0	299
0	1
0	58
0	0
0	0
0	54
0	363
0	726
0	326
0	6484
0	108
0	384
0	2565
0	240
0	0
0	0
0	343
0	152
0	3
0	168
0	1
0	0
0	582
0	0
0	0
0	164
0	1
0	0
0	4682
0	2033
0	926
0	8
0	234
0	0
0	2451
0	1212
0	10
0	51
0	0
0	31
0	14
0	373
0	27
0	19
0	0
0	1
0	3
0	0
0	22
0	76
0	131
0	66
0	63
0	1761
0	122
0	12507
0	545
0	18
0	0
0	195
0	135
