ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
5	"ENSMUSG00000039936.18"	"Pik3cd"	chr4	-	149654022	149654138	149654022	149654135	149654224	149654403	5	2,0,0,0	9,2,1,6	0,0,0,0	1,0,0,0	42	39	1	1.0	0.171,0.0,0.0,0.0	0.0,NA,NA,NA	0.043
6	"ENSMUSG00000039936.18"	"Pik3cd"	chr4	-	149655126	149655257	149655126	149655248	149655335	149655500	6	2,0,0,3	0,0,0,0	1,0,0,0	2,0,1,0	48	39	1	1.0	1.0,NA,NA,1.0	0.289,NA,0.0,NA	0.856
9	"ENSMUSG00000032187.16"	"Smarca4"	chr9	+	21686012	21686275	21686021	21686275	21678928	21679147	9	106,63,115,81	139,52,78,62	52,67,45,91	65,67,71,83	48	39	0.128459693421	0.607176528454	0.383,0.496,0.545,0.515	0.394,0.448,0.34,0.471	0.072
10	"ENSMUSG00000032187.16"	"Smarca4"	chr9	+	21699799	21699908	21699802	21699908	21686021	21686275	10	47,31,29,20	12,29,32,13	33,46,53,48	12,25,12,20	42	39	0.0600823669203	0.365416612306	0.784,0.498,0.457,0.588	0.719,0.631,0.804,0.69	-0.129
12	"ENSMUSG00000068457.14"	"Uty"	chrY	-	1170903	1171002	1170903	1170954	1174727	1174854	12	23,15,13,3	3,0,0,0	6,13,11,8	0,0,0,0	87	39	1	1.0	0.775,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.056
13	"ENSMUSG00000014850.15"	"Msh3"	chr13	-	92235573	92235731	92235573	92235728	92249826	92249938	13	14,1,10,6	8,10,10,0	3,3,7,3	5,5,2,15	42	39	0.358222736614	1.0	0.619,0.085,0.481,1.0	0.358,0.358,0.765,0.157	0.137
14	"ENSMUSG00000014850.15"	"Msh3"	chr13	-	92351230	92351451	92351230	92351360	92353224	92353342	14	36,38,30,30	0,0,0,1	19,26,33,71	0,0,0,0	130	39	1	1.0	1.0,1.0,1.0,0.9	1.0,1.0,1.0,1.0	-0.025
19	"ENSMUSG00000039795.14"	"Zfand1"	chr3	-	10340993	10341149	10340993	10341145	10344800	10344922	19	15,15,9,14	9,2,0,2	7,10,8,20	5,5,0,2	43	39	0.748829896262	1.0	0.602,0.872,1.0,0.864	0.559,0.645,1.0,0.901	0.058
20	"ENSMUSG00000039795.14"	"Zfand1"	chr3	-	10347164	10347411	10347164	10347204	10348509	10348552	20	6,20,12,0	0,0,7,0	8,20,4,21	1,0,2,2	246	39	1	1.0	1.0,1.0,0.214,NA	0.559,1.0,0.241,0.625	0.132
21	"ENSMUSG00000045128.9"	"Rpl18a"	chr8	-	70895599	70896045	70895599	70895709	70896132	70896312	21	6230,3213,4670,3055	5,0,14,0	3418,4177,3088,3963	1,2,3,4	375	39	0.815644812461	1.0	0.992,1.0,0.972,1.0	0.997,0.995,0.991,0.99	-0.002
22	"ENSMUSG00000041064.13"	"Pif1"	chr9	+	65591686	65591859	65591719	65591859	65589947	65590054	22	5,1,5,0	0,0,15,1	0,8,9,2	6,0,0,12	72	39	0.796642874628	1.0	1.0,1.0,0.153,0.0	0.0,1.0,1.0,0.083	0.017
23	"ENSMUSG00000028256.16"	"Odf2l"	chr3	+	145145875	145148616	145148530	145148616	145144311	145144416	23	29,40,31,8	4,2,8,3	52,43,28,17	4,14,3,2	2694	39	0.853504341579	1.0	0.095,0.225,0.053,0.037	0.158,0.043,0.119,0.11	-0.005
24	"ENSMUSG00000040613.14"	"Apobec1"	chr6	-	122591086	122591260	122591086	122591204	122596631	122596777	24	2,0,8,8	2,7,13,7	0,6,0,2	5,7,3,0	95	39	0.136897384725	0.63283699459	0.291,0.0,0.202,0.319	0.0,0.26,0.0,1.0	-0.112
30	"ENSMUSG00000015790.16"	"Surf1"	chr2	-	26913576	26913690	26913576	26913658	26913912	26914075	30	0,7,1,4	20,20,10,17	0,2,0,0	29,12,16,23	71	39	0.000451907385391	0.0116389208237	0.0,0.161,0.052,0.114	0.0,0.084,0.0,0.0	0.061
31	"ENSMUSG00000015790.16"	"Surf1"	chr2	-	26915431	26915532	26915431	26915514	26915595	26915769	31	0,5,9,0	17,6,41,18	0,0,1,0	16,14,17,24	57	39	0.000214962940673	0.00727307546176	0.0,0.363,0.131,0.0	0.0,0.0,0.039,0.0	0.114
32	"ENSMUSG00000015790.16"	"Surf1"	chr2	-	26915595	26915749	26915595	26915729	26915954	26916006	32	7,0,10,0	13,4,15,5	2,0,1,9	4,0,10,9	59	39	1	1.0	0.263,0.0,0.306,0.0	0.248,NA,0.062,0.398	-0.094
33	"ENSMUSG00000015790.16"	"Surf1"	chr2	-	26915595	26915769	26915595	26915729	26915954	26916006	33	16,2,5,4	13,4,15,5	2,2,1,4	4,0,10,9	79	39	0.381142376659	1.0	0.378,0.198,0.141,0.283	0.198,1.0,0.047,0.18	-0.106
34	"ENSMUSG00000015790.16"	"Surf1"	chr2	-	26915595	26915769	26915595	26915749	26915954	26916006	34	9,2,0,4	0,0,5,0	0,2,0,0	0,0,0,5	59	39	1	1.0	1.0,1.0,0.0,1.0	NA,1.0,NA,0.0	0.25
36	"ENSMUSG00000053411.16"	"Cbx7"	chr15	-	79918752	79918927	79918752	79918825	79921371	79921438	36	109,58,78,66	69,76,133,62	54,97,38,77	64,76,61,43	141	39	0.481530132498	1.0	0.304,0.174,0.14,0.227	0.189,0.261,0.147,0.331	-0.021
37	"ENSMUSG00000053411.16"	"Cbx7"	chr15	-	79918752	79919104	79918752	79918825	79921371	79921438	37	254,95,146,121	69,76,133,62	159,169,114,186	64,76,61,43	318	39	0.0451269175328	0.292802930213	0.311,0.133,0.119,0.193	0.234,0.214,0.186,0.347	-0.056
38	"ENSMUSG00000053411.16"	"Cbx7"	chr15	-	79918752	79919104	79918752	79918927	79921371	79921438	38	152,37,68,64	7,0,0,9	107,85,77,110	2,13,1,1	216	39	0.867213876777	1.0	0.797,1.0,1.0,0.562	0.906,0.541,0.933,0.952	0.007
39	"ENSMUSG00000026883.17"	"Dab2ip"	chr2	+	35719852	35720741	35719918	35720741	35718759	35718938	39	48,23,23,10	3,4,4,8	29,10,18,20	0,0,0,0	105	39	5.50835044244e-10	6.95153825836e-07	0.856,0.681,0.681,0.317	1.0,1.0,1.0,1.0	-0.366
40	"ENSMUSG00000034744.13"	"Nagk"	chr6	+	83798482	83798654	83798543	83798654	83797955	83798097	40	3,0,0,0	3,1,5,0	0,0,1,0	8,0,4,6	100	39	1	1.0	0.281,0.0,0.0,NA	0.0,NA,0.089,0.0	0.064
42	"ENSMUSG00000002833.11"	"Hdgfrp2"	chr17	+	56096820	56097016	56096847	56097016	56096204	56096276	42	41,21,33,30	36,7,17,13	12,34,24,23	7,28,16,10	66	39	0.551711565061	1.0	0.402,0.639,0.534,0.577	0.503,0.418,0.47,0.576	0.046
43	"ENSMUSG00000002833.11"	"Hdgfrp2"	chr17	+	56096820	56097016	56096850	56097016	56096204	56096276	43	42,21,37,30	8,8,10,14	17,34,27,23	6,16,0,0	69	39	0.0701198833307	0.413510713847	0.748,0.597,0.677,0.548	0.616,0.546,1.0,1.0	-0.148
44	"ENSMUSG00000002833.11"	"Hdgfrp2"	chr17	+	56096847	56097016	56096850	56097016	56096204	56096276	44	37,7,21,13	8,8,10,14	12,28,19,10	6,16,0,0	42	39	0.0389205661384	0.266944317754	0.811,0.448,0.661,0.463	0.65,0.619,1.0,1.0	-0.222
45	"ENSMUSG00000002833.11"	"Hdgfrp2"	chr17	+	56100344	56100592	56100347	56100592	56099858	56099985	45	56,32,76,30	29,4,18,22	47,29,42,40	9,18,8,19	42	39	0.823462220378	1.0	0.642,0.881,0.797,0.559	0.829,0.599,0.83,0.662	-0.01
48	"ENSMUSG00000033955.12"	"Tnks1bp1"	chr2	+	85050860	85050973	85050864	85050973	85048021	85048135	48	8,2,3,0	0,0,0,0	3,0,5,0	0,0,0,5	43	39	1	1.0	1.0,1.0,1.0,NA	1.0,NA,1.0,0.0	0.333
50	"ENSMUSG00000070953.13"	"Rabepk"	chr2	-	34785566	34785728	34785566	34785725	34790502	34790655	50	37,11,36,26	0,7,7,6	17,18,16,16	9,0,0,7	42	39	0.915637532715	1.0	1.0,0.593,0.827,0.801	0.637,1.0,1.0,0.68	-0.024
51	"ENSMUSG00000052656.12"	"Rnf103"	chr6	+	71508685	71510881	71508868	71510881	71505733	71505849	51	2,6,2,0	4,0,4,0	0,0,0,0	4,0,3,1	222	39	1	1.0	0.081,1.0,0.081,NA	0.0,NA,0.0,0.0	0.387
52	"ENSMUSG00000026150.14"	"Mff"	chr1	+	82735415	82735507	82735418	82735507	82731112	82731282	52	53,39,63,43	61,64,69,53	58,50,12,52	28,42,44,42	42	39	0.483517179075	1.0	0.447,0.361,0.459,0.43	0.658,0.525,0.202,0.535	-0.056
56	"ENSMUSG00000090112.8"	"Shprh"	chr10	+	11166485	11166737	11166607	11166737	11164344	11164995	56	51,90,23,40	0,0,2,0	56,76,33,37	0,0,0,0	161	39	1	1.0	1.0,1.0,0.736,1.0	1.0,1.0,1.0,1.0	-0.066
58	"ENSMUSG00000029407.10"	"Uso1"	chr5	+	92187697	92187816	92187704	92187816	92187234	92187345	58	77,60,73,46	0,5,0,0	72,94,31,47	0,0,0,0	46	39	1	1.0	1.0,0.911,1.0,1.0	1.0,1.0,1.0,1.0	-0.022
59	"ENSMUSG00000038274.11"	"Fau"	chr19	+	6058242	6058325	6058245	6058325	6057887	6058001	59	1201,711,962,618	172,100,117,47	706,767,608,726	52,69,58,74	42	39	0.00484154726442	0.0651061590077	0.866,0.868,0.884,0.924	0.927,0.912,0.907,0.901	-0.026
