ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
4	"ENSMUSG00000041346.11"	"Wrap53"	chr11	-	69563303	69563436	69563319	69563436	69562648	69562857	4	40,17,32,18	5,1,0,0	11,6,7,33	1,3,1,0	54	39	0.888905392661	1.0	0.852,0.925,1.0,1.0	0.888,0.591,0.835,1.0	0.116
5	"ENSMUSG00000028849.17"	"Map7d1"	chr4	-	126240022	126240137	126240031	126240137	126238521	126238632	5	0,0,6,3	0,0,0,0	0,21,2,5	0,2,0,0	47	39	1	1.0	NA,NA,1.0,1.0	NA,0.897,1.0,1.0	0.034
6	"ENSMUSG00000033088.19"	"Triobp"	chr15	+	78948180	78948413	78948180	78948338	78950903	78951055	6	0,4,0,0	0,0,5,2	4,1,0,0	0,0,0,0	78	39	1	1.0	NA,1.0,0.0,0.0	1.0,1.0,NA,NA	-0.667
13	"ENSMUSG00000006386.15"	"Tek"	chr4	+	94851722	94851877	94851722	94851874	94853368	94853579	13	6,7,0,0	6,0,1,4	0,0,0,5	1,0,0,0	41	39	1	1.0	0.487,1.0,0.0,0.0	0.0,NA,NA,1.0	-0.128
15	"ENSMUSG00000026409.14"	"Pfkfb2"	chr1	-	130714455	130714575	130714465	130714575	130708075	130708201	15	4,0,0,0	11,0,2,0	0,0,0,0	2,10,9,2	48	39	1	1.0	0.228,NA,0.0,NA	0.0,0.0,0.0,0.0	0.114
16	"ENSMUSG00000039795.14"	"Zfand1"	chr3	-	10351168	10351317	10351241	10351317	10348509	10348552	16	0,0,0,0	0,6,1,2	0,0,2,0	3,7,2,5	78	39	1	1.0	NA,0.0,0.0,0.0	0.0,0.0,0.333,0.0	-0.083
18	"ENSMUSG00000045128.9"	"Rpl18a"	chr8	-	70896132	70896312	70896145	70896312	70895915	70896045	18	4733,2421,3281,2214	0,1,0,0	2434,2896,2171,2913	0,0,0,0	51	39	1	1.0	1.0,0.999,1.0,1.0	1.0,1.0,1.0,1.0	-0.0
27	"ENSMUSG00000026883.17"	"Dab2ip"	chr2	+	35643887	35644124	35643887	35643991	35661491	35661625	27	0,0,0,1	0,0,0,0	0,0,0,0	0,0,1,0	78	39	1	1.0	NA,NA,NA,1.0	NA,NA,0.0,NA	1.0
28	"ENSMUSG00000070953.13"	"Rabepk"	chr2	-	34797370	34797433	34797374	34797433	34795171	34795329	28	2,0,0,0	18,19,11,0	0,3,3,3	17,2,6,28	42	39	1	1.0	0.094,0.0,0.0,NA	0.0,0.582,0.317,0.09	-0.216
30	"ENSMUSG00000090112.8"	"Shprh"	chr10	+	11171872	11172001	11171872	11171994	11178733	11178822	30	4,0,6,0	30,14,13,3	0,0,2,0	16,8,18,7	45	39	0.00136298488697	0.0279411901829	0.104,0.0,0.286,0.0	0.0,0.0,0.088,0.0	0.075
33	"ENSMUSG00000019820.11"	"Utrn"	chr10	-	12765238	12765332	12765270	12765332	12751494	12751587	33	0,0,0,0	3,8,2,1	0,3,0,0	13,8,5,7	70	39	1	1.0	0.0,0.0,0.0,0.0	0.0,0.173,0.0,0.0	-0.043
34	"ENSMUSG00000062012.14"	"Zfp13"	chr17	-	23581056	23581270	23581077	23581270	23580770	23580862	34	28,14,11,5	1,2,0,0	10,6,3,20	0,0,0,4	59	39	0.677246633255	1.0	0.949,0.822,1.0,1.0	1.0,1.0,1.0,0.768	0.001
35	"ENSMUSG00000038838.15"	"Vars2"	chr17	-	35657923	35658338	35658131	35658338	35657206	35657318	35	0,0,1,1	9,7,7,17	3,0,0,2	4,13,9,15	78	39	0.568879637233	1.0	0.0,0.0,0.067,0.029	0.273,0.0,0.0,0.062	-0.06
