UniqueCount	AmbigCount
0	28354092
0	40412562
0	14324664
0	114362
0	219024
0	8309238
0	2629
0	1219
0	328
0	204
0	147
0	102
0	61
0	289
0	81
0	7
0	1915
0	2
0	31
0	3
0	88
0	18
0	12
0	308
0	23
0	143
0	37
0	0
0	0
0	3087
0	0
0	6
0	1
0	175
0	498
0	706
0	0
0	50
0	108
0	1762
0	279
0	3299
0	0
0	696
0	98
0	2
0	231
0	831
0	0
0	696
0	13456
0	111
0	4
0	172
0	702
0	148
0	9
0	97
0	14
0	38
0	0
0	0
0	48
0	6935
0	1601
0	901
0	1085
0	0
0	24
0	396
0	2
0	227
0	8
0	68
0	0
0	665
0	1937
0	10
0	410
0	1
0	129
0	43
0	22
0	1673
0	0
0	24181
0	550
0	1090
0	270
0	2
0	108
0	145
0	5
0	0
0	1
0	3
0	0
0	113
0	298
0	6
0	8
0	1
0	4
0	59
0	23
0	56
0	9
0	65
0	240
0	57
0	201
0	0
0	0
0	2304
0	0
0	475
0	504
0	2407
0	154
0	98
0	51
0	249
0	0
0	0
0	0
0	138
0	264
0	1118
0	0
0	18519
0	131
0	8
0	0
0	152
0	1
0	1664
0	1297
0	105
0	475
0	10
0	12
0	170
0	0
0	0
0	3319
0	8
0	7
0	0
0	0
0	32
0	0
0	0
0	0
0	3
0	5
0	7350
0	0
0	0
0	1470
0	23
0	1331
0	0
0	10
0	1321
0	139
0	6
0	20
0	191
0	7
0	0
0	0
0	0
0	31
0	14
0	0
0	2124
0	26
0	1
0	393
0	0
0	3651
0	1972
0	0
0	145
0	2330
0	2
0	395
0	1065
0	10
0	457
0	0
0	18
0	0
0	0
0	1
0	0
0	103
0	1099
0	0
0	354
0	0
0	0
0	0
0	2
0	0
0	1995
0	444
0	22
0	0
0	935
0	220
0	151
0	22
0	7
0	11323
0	125
0	11
0	324
0	0
0	3
0	128
0	48
0	0
0	0
0	261
0	16
0	4
0	308
0	6
0	247
0	188
0	159
0	0
0	721
0	0
0	1231
0	18
0	5
0	191
0	448
0	942
0	1172
0	6
0	470
0	153
0	10
0	0
0	290
0	89
0	44
0	909
0	3
0	0
0	607
0	0
0	4
0	1
0	0
0	6
0	729
0	780
0	208
0	206
0	59
0	6
0	3
0	7795
0	0
0	0
0	60
0	0
0	0
0	138
0	0
0	66
0	5
0	18
0	185
0	0
0	4
0	0
0	0
0	42
0	8
0	1
0	0
0	0
0	212
0	544
0	42
0	0
0	65
0	5
0	0
0	8
0	179
0	26
0	0
0	70
0	28930
0	479
0	560
0	0
0	5112
0	10
0	103
0	5
0	267
0	0
0	57
0	0
0	533
0	0
0	0
0	118
0	2572
0	31
0	11
0	934
0	7
0	7
0	1159
0	1503
0	1
0	8
0	3
0	768
0	65
0	0
0	33
0	0
0	672
0	0
0	3
0	0
0	141
0	0
0	2851
0	0
0	2
0	3679
0	439
0	135
0	2
0	3
0	155
0	1
0	19
0	1249
0	18
0	661
0	13
0	184
0	0
0	397
0	2396
0	676
0	429
0	232
0	5
0	88
0	0
0	2
0	3129
0	42
0	0
0	4
0	26
0	5516
0	178
0	0
0	6822
0	0
0	0
0	681
0	2
0	3864
0	179
0	0
0	82
0	0
0	0
0	1410
0	48
0	2675
0	0
0	18
0	328
0	0
0	5
0	35
0	0
0	8
0	0
0	0
0	0
0	58
0	0
0	673
0	0
0	0
0	490
0	0
0	44
0	1
0	1271
0	105
0	0
0	137
0	0
0	2
0	10
0	527
0	0
0	5684
0	125
0	2226
0	161
0	1601
0	71
0	13
0	0
0	30
0	80
0	69
0	117
0	42
0	0
0	40
0	2441
0	38
0	2395
0	89
0	6
0	1
0	51
0	211
0	42
0	47
0	77
0	0
0	36
0	26
0	606
0	631
0	116
0	11
0	4783
0	17
0	583
0	751
0	518
0	4
0	960
0	265
0	2
0	1019
0	1
0	159
0	0
0	30
0	265
0	110
0	123
0	226
0	1335
0	572
0	32
0	4370
0	2
0	0
0	159
0	0
0	2
0	0
0	0
0	359
0	7
0	466
0	100
0	98
0	24
0	20
0	102
0	1
0	14
0	1935
0	2469
0	1
0	43
0	131
0	8
0	0
0	21
0	4
0	1
0	451
0	6
0	6
0	5
0	0
0	54
0	211
0	9
0	71
0	0
0	47
0	2198
0	128
0	0
0	0
0	0
0	160
0	220
0	16
0	1
0	24
0	298
0	425
0	17
0	2
0	0
0	4
0	40
0	44
0	2
0	17
0	0
0	65
0	0
0	442
0	353
0	57
0	251
0	621
0	30
0	324
0	1223
