UniqueCount	AmbigCount
0	26609053
0	38003883
0	13458405
0	104697
0	206480
0	7816065
0	2655
0	1177
0	312
0	237
0	126
0	93
0	54
0	271
0	69
0	8
0	1670
0	1
0	26
0	1
0	86
0	13
0	18
0	292
0	20
0	143
0	26
0	2
0	1
0	2896
0	0
0	3
0	0
0	139
0	432
0	654
0	0
0	60
0	120
0	1636
0	296
0	2860
0	0
0	728
0	91
0	1
0	200
0	820
0	0
0	703
0	12515
0	137
0	7
0	148
0	673
0	175
0	6
0	87
0	13
0	31
0	0
0	0
0	47
0	6261
0	1604
0	864
0	1103
0	1
0	18
0	424
0	3
0	236
0	7
0	51
0	0
0	592
0	1825
0	5
0	402
0	0
0	121
0	48
0	10
0	1540
0	1
0	22994
0	508
0	988
0	217
0	0
0	106
0	143
0	2
0	0
0	0
0	1
0	0
0	108
0	295
0	4
0	9
0	0
0	1
0	42
0	11
0	43
0	12
0	89
0	236
0	43
0	171
0	0
0	0
0	2247
0	0
0	459
0	447
0	2256
0	176
0	102
0	41
0	266
0	0
0	0
0	0
0	106
0	270
0	1168
0	0
0	18400
0	143
0	4
0	0
0	137
0	0
0	1573
0	1221
0	76
0	464
0	17
0	9
0	148
0	0
0	1
0	2916
0	5
0	9
0	0
0	0
0	38
0	0
0	0
0	0
0	1
0	1
0	6956
0	1
0	0
0	1328
0	23
0	1296
0	0
0	16
0	1214
0	149
0	3
0	24
0	165
0	2
0	0
0	0
0	0
0	22
0	9
0	0
0	1919
0	34
0	0
0	418
0	0
0	3515
0	1937
0	0
0	115
0	2132
0	6
0	385
0	957
0	11
0	516
0	0
0	14
0	0
0	0
0	0
0	0
0	88
0	929
0	0
0	303
0	0
0	0
0	0
0	2
0	0
0	1849
0	423
0	29
0	1
0	919
0	244
0	147
0	12
0	6
0	10580
0	145
0	14
0	318
0	0
0	4
0	111
0	57
0	0
0	0
0	238
0	9
0	9
0	277
0	4
0	213
0	181
0	106
0	0
0	710
0	0
0	1080
0	19
0	2
0	190
0	432
0	801
0	1063
0	9
0	438
0	125
0	13
0	0
0	227
0	58
0	41
0	843
0	2
0	0
0	562
0	0
0	5
0	0
0	0
0	7
0	684
0	828
0	204
0	210
0	60
0	11
0	1
0	7431
0	0
0	0
0	61
0	0
0	0
0	127
0	0
0	57
0	4
0	13
0	184
0	0
0	7
0	0
0	0
0	26
0	1
0	1
0	0
0	0
0	210
0	423
0	42
0	0
0	56
0	2
0	0
0	10
0	144
0	21
0	0
0	80
0	27495
0	483
0	546
0	1
0	4423
0	6
0	109
0	1
0	235
0	0
0	58
0	0
0	519
0	0
0	0
0	122
0	2457
0	23
0	11
0	817
0	8
0	7
0	1109
0	1317
0	0
0	7
0	0
0	705
0	39
0	0
0	23
0	0
0	670
0	1
0	2
0	0
0	149
0	0
0	2631
0	0
0	2
0	3521
0	386
0	121
0	4
0	0
0	132
0	0
0	32
0	1134
0	9
0	672
0	16
0	175
0	0
0	400
0	2301
0	695
0	360
0	242
0	0
0	81
0	1
0	1
0	2684
0	31
0	0
0	0
0	35
0	5270
0	140
0	0
0	6426
0	0
0	0
0	649
0	7
0	3699
0	164
0	0
0	80
0	0
0	0
0	1247
0	55
0	2572
0	0
0	22
0	284
0	0
0	4
0	41
0	0
0	11
0	0
0	0
0	0
0	53
0	0
0	608
0	2
0	0
0	411
0	0
0	42
0	0
0	1161
0	112
0	0
0	131
0	0
0	1
0	10
0	535
0	0
0	5598
0	125
0	2085
0	171
0	1560
0	46
0	11
0	0
0	27
0	62
0	65
0	94
0	37
0	0
0	31
0	2343
0	31
0	2192
0	86
0	6
0	0
0	48
0	186
0	31
0	42
0	63
0	0
0	18
0	27
0	561
0	496
0	113
0	26
0	4640
0	23
0	519
0	756
0	518
0	2
0	913
0	201
0	0
0	887
0	0
0	132
0	0
0	21
0	259
0	100
0	110
0	209
0	1368
0	547
0	27
0	4302
0	1
0	0
0	129
0	2
0	1
0	0
0	1
0	340
0	9
0	392
0	83
0	74
0	26
0	16
0	92
0	1
0	8
0	1894
0	2529
0	2
0	25
0	126
0	7
0	0
0	15
0	3
0	0
0	389
0	9
0	2
0	7
0	0
0	56
0	200
0	1
0	97
0	0
0	69
0	1915
0	103
0	2
0	0
0	0
0	147
0	242
0	15
0	6
0	33
0	283
0	354
0	19
0	1
0	0
0	6
0	37
0	35
0	1
0	30
0	1
0	59
0	0
0	387
0	329
0	64
0	251
0	504
0	25
0	288
0	1123
0	748
0	1129
0	11
0	6
0	6
0	0
0	0
0	1136
0	211
0	16
0	223
0	441
0	691
0	524
0	0
0	21
0	174
0	429
0	2
0	273
0	0
0	32
0	11
0	0
0	40
0	0
0	39
0	91
0	108
0	0
0	0
0	39
0	2
0	3
0	0
0	11
0	1
0	6
0	0
0	193
0	42
0	311
0	1
0	2
0	42
0	0
0	19
0	48
0	1
0	553
0	0
0	0
0	0
0	120
0	0
0	0
0	619
0	0
0	7
0	24
0	7
0	153
0	0
0	0
0	16
0	0
0	73
0	289
0	0
0	5356
0	0
0	0
0	111
0	0
0	10
0	0
0	1046
0	0
0	1239
0	101
0	243
0	206
0	52
0	2
0	131
0	2
0	0
0	509
0	1029
0	412
0	21
0	11757
0	321
0	0
0	180
0	3425
0	11
0	3174
0	10
0	8
0	275
0	0
0	1
0	21
0	3
0	188
0	46
0	131
0	1
0	32
0	7
0	2
0	100
0	20
0	399
0	9452
0	0
0	0
0	2909
0	178
0	0
0	77
0	5
0	6
0	2
0	1
0	0
0	584
0	0
0	0
0	19
0	9
0	216
0	0
0	0
0	380
0	1839
0	115
0	5
0	0
0	55903
0	63
0	84
0	197
0	801
0	5
0	3
0	4797
0	1396
0	242
0	236
0	0
0	0
0	514
0	95
0	2081
0	0
0	275
0	33
0	9
0	1
0	0
0	46
0	2
0	554
0	28
0	2
0	8146
0	0
0	16
0	608
0	42
0	30
0	26
0	76
0	0
0	0
0	0
0	27
0	0
