UniqueCount	AmbigCount
0	25816767
0	40788449
0	15726550
0	102729
0	233105
0	9873923
0	2974
0	1846
0	365
0	302
0	226
0	150
0	88
0	228
0	126
0	15
0	1662
0	4
0	28
0	2
0	25
0	81
0	34
0	563
0	139
0	82
0	15
0	3
0	0
0	1307
0	0
0	7
0	13
0	119
0	628
0	1287
0	0
0	220
0	142
0	3885
0	337
0	1107
0	0
0	388
0	95
0	1
0	554
0	756
0	0
0	1450
0	10872
0	216
0	9
0	624
0	474
0	677
0	0
0	258
0	30
0	46
0	0
0	0
0	967
0	1780
0	2075
0	689
0	1312
0	2
0	3
0	615
0	6
0	144
0	13
0	16
0	0
0	564
0	1017
0	10
0	404
0	0
0	103
0	49
0	37
0	2093
0	1
0	14995
0	386
0	1143
0	389
0	0
0	200
0	460
0	5
0	0
0	0
0	3
0	0
0	227
0	185
0	6
0	4
0	0
0	2
0	282
0	106
0	131
0	40
0	23
0	127
0	87
0	183
0	0
0	0
0	1680
0	0
0	280
0	375
0	2589
0	144
0	172
0	0
0	102
0	1
0	0
0	0
0	331
0	824
0	711
0	0
0	17011
0	81
0	7
0	0
0	118
0	0
0	1212
0	868
0	125
0	140
0	100
0	6
0	260
0	0
0	0
0	5575
0	33
0	24
0	0
0	1
0	46
0	0
0	0
0	0
0	4
0	15
0	8984
0	0
0	1
0	1489
0	11
0	1585
0	0
0	61
0	2635
0	104
0	9
0	52
0	394
0	0
0	0
0	0
0	0
0	70
0	20
0	2
0	2626
0	30
0	0
0	976
0	0
0	3535
0	2242
0	0
0	330
0	7679
0	9
0	455
0	609
0	27
0	373
0	0
0	14
0	0
0	0
0	2
0	0
0	378
0	893
0	17
0	1203
0	0
0	0
0	5
0	10
0	13
0	2782
0	749
0	33
0	1
0	568
0	435
0	330
0	1
0	8
0	6056
0	129
0	9
0	1734
0	0
0	68
0	93
0	60
0	0
0	0
0	285
0	8
0	7
0	305
0	13
0	83
0	379
0	136
0	0
0	1576
0	0
0	1694
0	19
0	3
0	470
0	821
0	1016
0	1007
0	3
0	86
0	44
0	38
0	1
0	220
0	202
0	63
0	1004
0	2
0	0
0	372
0	0
0	1
0	1
0	0
0	8
0	2349
0	1405
0	245
0	34
0	674
0	1
0	15
0	7588
0	3
0	2
0	13
0	0
0	0
0	100
0	0
0	160
0	4
0	17
0	227
0	0
0	9
0	0
0	0
0	29
0	1
0	7
0	0
0	1
0	112
0	337
0	86
0	0
0	927
0	25
0	0
0	1
0	472
0	126
0	0
0	130
0	19077
0	146
0	833
0	0
0	7581
0	2
0	200
