UniqueCount	AmbigCount
0	18441425
0	35507620
0	15439732
0	73208
0	150079
0	10044737
0	1895
0	1898
0	230
0	200
0	172
0	87
0	49
0	151
0	148
0	16
0	184
0	0
0	111
0	1
0	20
0	500
0	63
0	575
0	211
0	74
0	590
0	0
0	0
0	65
0	0
0	7
0	3
0	15
0	1035
0	261
0	0
0	9268
0	349
0	3216
0	213
0	2072
0	0
0	1597
0	5
0	0
0	39
0	985
0	0
0	2211
0	2619
0	186
0	9
0	443
0	308
0	204
0	2
0	99
0	13
0	44
0	0
0	0
0	277
0	1042
0	482
0	581
0	1062
0	2
0	2
0	1221
0	0
0	78
0	0
0	139
0	0
0	4053
0	1014
0	5
0	277
0	7
0	179
0	53
0	22
0	1189
0	1
0	6503
0	422
0	406
0	2563
0	0
0	156
0	320
0	5
0	0
0	0
0	31
0	0
0	581
0	4
0	1
0	6
0	0
0	0
0	1338
0	248
0	19
0	6
0	23
0	26
0	29
0	874
0	0
0	0
0	1989
0	0
0	286
0	203
0	1320
0	41
0	1123
0	1
0	86
0	0
0	0
0	0
0	587
0	512
0	320
0	0
0	5198
0	35
0	0
0	0
0	63
0	1
0	2094
0	2290
0	3
0	27
0	281
0	4
0	243
0	0
0	1
0	182
0	4
0	16
0	0
0	7
0	25
0	0
0	0
0	0
0	0
0	3
0	5104
0	0
0	0
0	614
0	0
0	621
0	0
0	87
0	7597
0	11
0	7
0	436
0	285
0	2
0	0
0	0
0	0
0	12
0	11
0	0
0	4273
0	21
0	0
0	3880
0	0
0	1453
0	4760
0	0
0	176
0	1620
0	6
0	5
0	219
0	4
0	145
0	0
0	29
0	0
0	0
0	0
0	0
0	437
0	1534
0	10
0	801
0	0
0	0
0	1
0	3
0	0
0	1213
0	600
0	313
0	3
0	252
0	632
0	184
0	0
0	0
0	13
0	100
0	5
0	176
0	0
0	4
0	28
0	10
0	0
0	0
0	222
0	0
0	7
0	282
0	17
0	97
0	657
0	308
0	0
0	2480
0	0
0	215
0	2
0	17
0	291
0	569
0	391
0	1444
0	0
0	103
0	33
0	52
0	1
0	156
0	111
0	861
0	98
0	0
0	0
0	28
0	0
0	1
0	0
0	0
0	1
0	3103
0	339
0	102
0	1463
0	689
0	7
0	539
0	1119
0	28
0	22
0	8
0	0
0	0
0	510
0	0
0	153
0	68
0	91
0	415
0	0
0	17
0	0
0	0
0	5
0	2
0	24
0	0
0	42
0	30
0	291
0	38
0	0
0	90
0	101
0	0
0	0
0	67
0	37
0	0
0	0
0	3915
0	569
0	1390
0	0
0	300
0	0
0	240
0	2
0	87
0	1
0	40
0	0
0	196
0	0
0	0
0	170
0	669
0	531
0	3
0	332
0	6
0	18
0	606
0	5699
0	9
0	5
0	2
0	105
0	57
0	0
0	2036
0	0
0	133
0	0
0	5
0	1
0	139
0	0
0	531
0	2
0	0
0	75
0	68
0	0
0	0
0	18
0	9
0	0
0	5
0	1548
0	20
0	5277
0	288
0	34
0	1
0	211
0	34
0	841
0	326
0	64
0	523
0	511
0	1
0	1
0	1087
0	143
0	0
0	1
0	4
0	3723
0	19
0	0
0	5878
0	0
0	0
0	75
0	177
0	556
0	276
0	3
0	2394
0	0
0	0
0	6293
0	42
0	10
0	0
0	58
