UniqueCount	AmbigCount
0	29282836
0	50038401
0	19727157
0	111524
0	242627
0	12839812
0	3943
0	4290
0	447
0	385
0	308
0	235
0	130
0	332
0	242
0	29
0	2793
0	4
0	75
0	2
0	29
0	316
0	62
0	540
0	209
0	91
0	22
0	4
0	0
0	699
0	0
0	8
0	39
0	152
0	1095
0	2724
0	0
0	257
0	228
0	5300
0	549
0	1261
0	0
0	1543
0	33
0	0
0	724
0	1050
0	0
0	3401
0	12910
0	208
0	25
0	1080
0	517
0	791
0	0
0	408
0	40
0	40
0	0
0	0
0	1511
0	1717
0	1808
0	1053
0	1262
0	0
0	13
0	2427
0	5
0	117
0	3
0	13
0	0
0	854
0	1084
0	14
0	386
0	3
0	77
0	58
0	40
0	3477
0	3
0	14539
0	379
0	1336
0	629
0	0
0	268
0	201
0	12
0	1
0	0
0	3
0	0
0	606
0	135
0	3
0	10
0	3
0	1
0	539
0	341
0	120
0	39
0	54
0	128
0	126
0	149
0	0
0	0
0	1762
0	0
0	317
0	404
0	1774
0	83
0	263
0	0
0	113
0	0
0	0
0	0
0	420
0	1395
0	806
0	0
0	14570
0	106
0	1
0	0
0	180
0	1
0	1065
0	1384
0	55
0	64
0	195
0	0
0	188
0	0
0	0
0	3940
0	28
0	37
0	0
0	1
0	76
0	0
0	1
0	0
0	2
0	13
0	9188
0	0
0	3
0	1340
0	11
0	1840
0	0
0	291
0	7108
0	56
0	5
0	295
0	531
0	2
0	0
0	0
0	0
0	70
0	12
0	1
0	3340
0	25
0	0
0	1140
0	0
0	4782
0	2584
0	0
0	734
0	8416
0	9
0	118
0	467
0	13
0	349
0	0
0	15
0	0
0	0
0	3
0	0
0	562
0	3021
0	11
0	1787
0	1
0	0
0	1
0	13
0	2
0	4036
0	1589
0	145
0	3
0	591
0	619
0	328
0	0
0	6
0	1988
0	178
0	6
0	1927
0	0
0	89
0	57
0	60
0	0
0	0
0	242
0	9
0	7
0	306
0	10
0	83
0	671
0	176
0	0
0	1727
0	0
0	1481
0	20
0	3
0	637
0	1091
0	1438
0	1491
0	0
0	104
0	48
0	50
0	0
0	174
0	157
0	84
0	672
0	9
0	0
0	268
0	0
0	0
0	1
0	0
0	1
0	5355
0	1539
0	237
0	27
0	2103
0	6
0	14
0	9532
0	16
0	1
0	2
0	0
0	1
0	108
0	0
0	239
0	23
0	33
0	523
0	0
0	13
0	0
0	0
0	32
0	10
0	33
0	0
0	2
0	210
0	262
0	167
0	1
0	273
0	66
0	0
0	3
0	451
0	230
0	0
0	97
0	13306
0	248
0	865
0	0
0	5702
0	5
0	144
0	3
0	260
0	0
0	90
0	0
0	1087
0	0
0	0
0	202
0	831
0	433
0	32
0	1153
0	15
0	21
0	949
0	3771
0	3
0	27
0	0
0	557
0	121
0	0
0	2290
0	0
0	905
0	1
0	9
0	18
0	165
0	0
0	1306
0	1
0	1
0	1683
0	166
0	30
0	2
0	22
0	110
0	1
0	34
0	962
0	24
0	5218
0	110
0	80
0	7
0	324
0	664
0	791
0	712
0	218
0	323
0	1314
0	2
0	0
0	2747
0	897
0	0
0	0
0	12
0	7547
0	30
0	0
0	17075
0	0
0	0
0	234
0	97
0	2651
0	265
0	5
0	817
0	1
0	0
0	6378
0	86
0	628
0	0
0	120
0	383
0	0
0	3
0	1
0	0
0	0
0	0
0	1
0	0
0	546
0	14
0	23
0	1
0	0
0	199
0	0
0	70
0	56
0	2969
0	485
0	0
0	100
0	0
0	7
0	3
0	44
0	0
0	8818
0	287
0	2930
0	136
0	1672
0	72
0	20
0	5
0	43
0	228
0	144
0	120
0	137
0	0
0	9
0	512
0	14
0	3356
0	138
0	110
0	15
0	50
0	88
0	64
0	50
0	94
0	0
0	53
0	4
0	912
0	320
0	231
0	58
0	508
0	43
0	316
0	1747
0	790
0	4
0	1388
0	545
0	39
0	50809
0	0
0	2180
0	0
0	13
0	591
0	138
0	175
0	332
0	2256
0	1195
