UniqueCount	AmbigCount
0	24488807
0	39177245
0	15168419
0	92489
0	220048
0	9541209
0	2820
0	1810
0	294
0	265
0	188
0	134
0	69
0	239
0	144
0	17
0	1610
0	6
0	26
0	2
0	30
0	87
0	23
0	545
0	124
0	85
0	18
0	4
0	0
0	1242
0	0
0	4
0	14
0	135
0	641
0	1290
0	0
0	199
0	166
0	3719
0	361
0	1136
0	0
0	390
0	98
0	3
0	528
0	728
0	0
0	1525
0	10476
0	199
0	10
0	606
0	439
0	626
0	0
0	250
0	33
0	41
0	0
0	0
0	909
0	1606
0	1928
0	674
0	1335
0	2
0	3
0	694
0	3
0	164
0	2
0	7
0	0
0	668
0	1023
0	14
0	395
0	3
0	84
0	49
0	49
0	2098
0	2
0	14254
0	342
0	1219
0	390
0	0
0	191
0	415
0	3
0	0
0	1
0	4
0	0
0	197
0	204
0	5
0	5
0	4
0	5
0	348
0	117
0	127
0	48
0	31
0	119
0	74
0	164
0	2
0	0
0	1576
0	0
0	289
0	348
0	2347
0	145
0	168
0	1
0	97
0	0
0	0
0	0
0	362
0	825
0	727
0	0
0	15772
0	80
0	1
0	0
0	90
0	0
0	1150
0	813
0	92
0	160
0	128
0	7
0	227
0	0
0	0
0	5330
0	18
0	21
0	0
0	1
0	40
0	0
0	1
0	0
0	5
0	12
0	8590
0	0
0	0
0	1422
0	9
0	1565
0	0
0	79
0	2820
0	94
0	9
0	57
0	465
0	0
0	0
0	1
0	0
0	45
0	10
0	2
0	2505
0	20
0	0
0	960
0	0
0	3393
0	2092
0	0
0	342
0	7503
0	10
0	380
0	524
0	23
0	397
0	0
0	16
0	0
0	0
0	0
0	1
0	366
0	860
0	9
0	1247
0	0
0	0
0	1
0	4
0	4
0	2773
0	1051
0	33
0	4
0	565
0	394
0	306
0	0
0	7
0	5556
0	137
0	5
0	1709
0	0
0	58
0	62
0	61
0	0
0	0
0	234
0	7
0	3
0	271
0	13
0	63
0	349
0	170
0	0
0	1460
0	0
0	1758
0	12
0	8
0	512
0	898
0	938
0	1032
0	10
0	81
0	49
0	32
0	0
0	186
0	170
0	67
0	1031
0	0
0	0
0	367
0	0
0	1
0	0
0	0
0	3
0	2454
0	1287
0	223
0	33
0	700
0	3
0	12
0	7011
0	8
0	3
0	8
0	0
0	0
0	90
0	0
0	171
0	2
0	31
0	250
0	0
0	9
0	0
0	0
0	29
0	0
0	4
0	0
0	4
0	122
0	319
0	100
0	0
0	817
0	31
0	0
0	3
0	409
0	107
0	0
0	97
0	17515
0	131
0	789
0	1
0	7326
0	1
0	187
0	1
0	292
0	2
0	92
0	0
0	891
0	0
0	0
0	69
0	1010
0	178
0	21
0	1022
0	2
0	13
0	991
0	2290
0	8
0	29
0	0
0	551
0	111
0	0
0	2223
0	0
0	606
0	2
0	6
0	26
0	124
0	0
0	1237
0	0
0	1
0	2665
0	243
0	73
0	4
0	24
0	89
0	2
0	22
0	800
0	15
0	2509
0	62
0	57
0	3
0	280
0	1250
0	943
0	449
0	320
0	110
0	872
0	26
