chr19	3020366	3055845	2	2	0	0	1	46
chr19	3034462	3035299	2	2	0	2	0	75
chr19	3034472	3035309	2	2	0	1	0	43
chr19	3083563	3084099	1	1	0	1	0	37
chr19	3083563	3093987	1	1	0	5	0	72
chr19	3205655	3205790	0	0	0	6	0	35
chr19	3261636	3261974	2	2	1	8	0	63
chr19	3262145	3264810	2	2	1	9	0	72
chr19	3265666	3266335	2	2	1	10	0	72
chr19	3266460	3267241	2	2	1	8	0	65
chr19	3267337	3268297	2	2	1	9	0	71
chr19	3268417	3268659	2	2	1	11	0	70
chr19	3268843	3271525	2	2	1	2	0	35
chr19	3271701	3272887	2	2	1	6	0	75
chr19	3273036	3274355	2	2	1	11	0	66
chr19	3274557	3276755	2	2	1	11	0	74
chr19	3276920	3279532	2	2	1	15	0	68
chr19	3279631	3279806	2	2	1	10	0	68
chr19	3279997	3281418	2	2	1	12	0	71
chr19	3281589	3282700	2	2	1	7	0	69
chr19	3283172	3284759	1	1	1	86	0	58
chr19	3284818	3285309	1	1	1	64	0	58
chr19	3285396	3286874	1	1	1	79	0	75
chr19	3287039	3287702	1	1	1	100	0	53
chr19	3287756	3288983	1	1	1	105	0	53
chr19	3287756	3288987	1	1	0	1	0	59
chr19	3289088	3290976	1	1	1	72	0	75
chr19	3323375	3349188	1	1	1	47	1	71
chr19	3349343	3352484	1	1	1	80	0	74
chr19	3352625	3356316	1	1	1	73	1	74
chr19	3353888	3356316	1	1	0	1	0	25
chr19	3356489	3358175	1	1	1	63	0	74
chr19	3358278	3362084	1	1	1	78	0	74
chr19	3362223	3364477	1	1	1	91	0	75
chr19	3362223	3365674	1	1	0	1	0	70
chr19	3364556	3365674	1	1	1	109	1	75
chr19	3365783	3366329	1	1	1	93	1	75
chr19	3366418	3368854	1	1	1	100	1	72
chr19	3369051	3370706	1	1	1	70	0	73
chr19	3370896	3371571	1	1	1	84	0	74
chr19	3371678	3375092	1	1	1	104	0	75
chr19	3375210	3376410	1	1	1	64	0	75
chr19	3376576	3378367	1	1	1	88	1	75
chr19	3378503	3380016	1	1	1	86	0	75
chr19	3380170	3381609	1	1	1	78	0	73
chr19	3381724	3381931	1	1	1	87	0	75
chr19	3382025	3383754	1	1	1	129	0	75
chr19	3457052	3459360	2	2	1	106	1	74
chr19	3457052	3459746	2	2	0	1	0	18
chr19	3459481	3459746	2	2	1	35	1	39
chr19	3459481	3464544	2	2	1	42	1	73
chr19	3459765	3464544	2	2	1	30	1	18
chr19	3464690	3466492	2	2	0	1	0	34
chr19	3464696	3466492	2	2	1	102	0	72
chr19	3466600	3467140	2	2	1	93	0	74
chr19	3467295	3469640	2	2	1	84	0	75
chr19	3469763	3470970	2	2	1	87	0	74
chr19	3471102	3471978	2	2	1	88	0	63
chr19	3472034	3473768	2	2	1	91	0	56
chr19	3473816	3478277	2	2	1	23	0	47
chr19	3473816	3484830	2	2	1	4	0	47
chr19	3473849	3478277	2	2	0	5	0	73
chr19	3473849	3484830	2	2	0	4	0	70
chr19	3473867	3478277	2	2	1	63	0	73
chr19	3473867	3484830	2	2	1	8	0	64
chr19	3478365	3484830	2	2	1	85	0	73
chr19	3478365	3484839	2	2	0	2	0	45
chr19	3484917	3486975	2	2	1	112	0	75
chr19	3487092	3490773	2	2	1	101	0	65
chr19	3490839	3492365	2	2	1	94	0	66
chr19	3492516	3493885	2	2	1	93	1	74
chr19	3494039	3496521	2	2	1	72	1	70
chr19	3494054	3496521	2	2	0	1	0	12
chr19	3496652	3507241	2	2	1	67	0	75
chr19	3496652	3511928	2	2	0	3	0	52
chr19	3507356	3511928	2	2	1	67	0	74
chr19	3512042	3514653	2	2	1	89	1	66
chr19	3514720	3518244	2	2	1	92	0	66
chr19	3514720	3521733	2	2	0	2	0	66
chr19	3514720	3526701	2	2	0	1	0	50
chr19	3518383	3521714	2	2	0	2	0	62
chr19	3518383	3521733	2	2	1	58	0	75
chr19	3521921	3526701	2	2	1	64	0	72
chr19	3526935	3527570	2	2	1	1	0	42
chr19	3526935	3544107	2	2	1	84	1	74
chr19	3526935	3575640	2	2	1	17	0	75
chr19	3527676	3544107	2	2	1	1	0	20
chr19	3529746	3544107	2	2	0	1	0	42
chr19	3544256	3575640	2	2	1	71	0	75
chr19	3585292	3586382	2	2	1	20	0	74
chr19	3586481	3590973	2	2	1	30	0	71
chr19	3591114	3591615	2	2	1	23	0	75
chr19	3591853	3593515	2	2	1	42	0	75
chr19	3593627	3597243	2	2	1	36	0	75
chr19	3597141	3597243	2	2	0	1	0	30
chr19	3597481	3600672	2	2	1	18	0	71
chr19	3600799	3602234	2	2	1	21	0	73
chr19	3602445	3604001	2	2	1	23	0	75
chr19	3604193	3605285	2	2	1	20	0	75
chr19	3605495	3610038	2	4	1	23	1	70
chr19	3610239	3612197	2	2	1	28	0	75
chr19	3612522	3614225	2	2	1	28	0	73
chr19	3614411	3615652	2	2	1	25	0	72
chr19	3615880	3620014	2	2	1	20	0	74
chr19	3620305	3622509	2	2	1	20	0	75
chr19	3622727	3628272	2	2	1	35	0	75
chr19	3628445	3630073	2	2	1	35	0	75
chr19	3630471	3647527	2	2	1	23	0	68
chr19	3647660	3649403	2	2	1	27	0	71
chr19	3649601	3652132	2	2	1	47	0	72
chr19	3652331	3659243	2	2	1	31	0	71
chr19	3659641	3686354	2	2	1	11	0	67
chr19	3690001	3706645	2	2	0	1	0	57
chr19	3708437	3714403	1	1	1	24	0	75
chr19	3708437	3714406	1	1	0	2	0	69
chr19	3708437	3715637	1	1	0	1	0	71
chr19	3714626	3715637	1	1	1	17	0	69
chr19	3715803	3716490	1	1	1	15	0	74
chr19	3752061	3762017	2	2	0	3	3	57
chr19	3752061	3771351	2	2	0	0	2	24
chr19	3752061	3854715	2	2	0	0	3	43
chr19	3767731	3768021	1	1	1	3	0	65
chr19	3768341	3777461	1	1	0	4	0	51
chr19	3768341	3777464	1	1	0	2	0	48
chr19	3768341	3782219	1	1	1	18	0	60
chr19	3768341	3783593	1	1	0	1	0	21
chr19	3768341	3786388	1	1	1	17	0	72
chr19	3768341	3786563	1	1	0	1	0	40
chr19	3768341	3793067	1	1	1	1	0	24
chr19	3768341	3802074	1	1	0	1	0	65
chr19	3777513	3782219	1	3	1	11	0	56
chr19	3782280	3782755	1	1	1	9	0	60
chr19	3782280	3783593	1	1	0	4	0	52
chr19	3782280	3786388	1	1	1	5	0	62
chr19	3782853	3783593	1	1	0	1	0	45
chr19	3782853	3783595	1	1	0	1	0	18
chr19	3782853	3786388	1	1	1	3	0	66
chr19	3783776	3786388	1	1	0	7	0	74
chr19	3786628	3793067	1	1	1	62	0	75
chr19	3793216	3796639	1	1	1	47	0	69
chr19	3793216	3802074	1	1	1	6	0	70
chr19	3796709	3802074	1	1	1	50	0	69
chr19	3799542	3803030	2	2	0	1	0	59
chr19	3802241	3802787	1	1	1	38	0	71
chr19	3802898	3804394	1	1	1	44	0	75
chr19	3802898	3814114	1	1	0	1	0	61
chr19	3804562	3804768	1	1	0	1	0	32
chr19	3804562	3804813	1	1	1	48	0	20
chr19	3804834	3804916	1	1	1	53	0	20
chr19	3805054	3807224	1	1	1	61	0	74
chr19	3807422	3814114	1	1	1	38	0	72
chr19	3831706	3854715	2	2	0	1	2	44
chr19	3852414	3864647	1	1	1	42	0	67
chr19	3864760	3871002	1	1	1	9	0	59
chr19	3864760	3875734	1	1	1	18	0	55
chr19	3864760	3884471	1	1	1	6	0	70
chr19	3864760	3885859	1	1	0	1	0	21
chr19	3871063	3875734	1	1	1	2	0	54
chr19	3875472	3875734	1	1	1	1	0	54
chr19	3875789	3881997	1	1	1	2	0	74
chr19	3875789	3884471	1	1	1	34	0	70
chr19	3882121	3884471	1	1	1	2	0	55
chr19	3884586	3885859	1	1	1	63	0	71
chr19	3885994	3886361	1	1	1	38	0	75
chr19	3886467	3887388	1	1	1	57	0	59
chr19	3887448	3889022	1	1	1	64	0	59
chr19	3889111	3889879	1	1	1	43	0	75
chr19	3889989	3892106	1	1	1	49	0	73
chr19	3889989	3892123	1	1	0	3	0	74
chr19	3892214	3892709	1	1	1	51	0	75
chr19	3892792	3893347	1	1	1	70	0	71
chr19	3896193	3896269	2	2	1	5	0	71
chr19	3896448	3896603	2	2	1	6	0	75
chr19	3896722	3896794	2	2	1	11	0	74
chr19	3896903	3897037	2	2	1	17	0	65
chr19	3897170	3897467	2	2	1	8	0	72
chr19	3897170	3897582	2	2	0	1	0	15
chr19	3897682	3897757	2	2	1	10	0	73
chr19	3897877	3898547	2	2	1	17	0	59
chr19	3898639	3898717	2	2	1	14	0	67
chr19	3898876	3898979	2	2	1	16	0	75
chr19	3899120	3901890	2	2	1	11	0	75
chr19	3902036	3902343	2	2	1	9	0	71
chr19	3902557	3902630	2	2	1	10	0	73
chr19	3902725	3902881	2	2	1	4	0	75
chr19	3902965	3903045	2	2	1	6	0	58
chr19	3903173	3903339	2	2	1	7	0	70
chr19	3903429	3903508	2	2	1	16	0	68
chr19	3903730	3904216	2	2	1	8	0	72
chr19	3904296	3904584	2	2	1	13	0	69
chr19	3904706	3907018	2	2	1	6	0	75
chr19	3909075	3909152	2	2	1	107	0	75
chr19	3909282	3910897	2	2	1	108	0	75
chr19	3911071	3911160	2	2	1	107	0	75
chr19	3911257	3911565	2	2	1	170	0	68
chr19	3911598	3911688	2	2	0	6	0	32
chr19	3911617	3911688	2	2	1	162	0	51
chr19	3911747	3912202	2	2	0	1	0	29
chr19	3911747	3912466	2	2	1	10	0	58
chr19	3911747	3912469	2	2	0	2	0	58
chr19	3911747	3912709	2	2	0	109	0	58
chr19	3912632	3935761	1	1	0	1	0	57
chr19	3914085	3915293	2	2	1	82	1	72
chr19	3915394	3918041	2	2	1	89	1	75
chr19	3918209	3918475	2	2	0	3	0	38
chr19	3918209	3918602	2	2	1	52	0	73
chr19	3918990	3920796	2	2	1	54	0	70
chr19	3919637	3920763	1	1	0	1	0	25
chr19	3920797	3921182	2	2	0	1	0	60
chr19	3920879	3921182	2	2	1	56	0	75
chr19	3921249	3921472	2	2	0	2	0	16
chr19	3921269	3921472	2	2	1	53	0	75
chr19	3921594	3921696	2	2	1	67	0	75
chr19	3921808	3923738	2	2	1	35	0	75
chr19	3923902	3929695	2	2	1	25	0	55
chr19	3923902	3930715	2	2	0	13	0	74
chr19	3935353	3935761	1	1	1	47	0	71
chr19	3935904	3936268	1	1	1	58	0	74
chr19	3936423	3941519	1	1	1	42	0	75
chr19	3936423	3941884	1	1	0	4	0	66
chr19	3941682	3941884	1	1	1	32	0	72
chr19	3942018	3942348	1	1	1	50	0	74
chr19	3942443	3942693	1	1	1	32	0	75
chr19	3942819	3943528	1	1	1	54	0	73
chr19	3943712	3944022	1	1	1	34	0	69
chr19	3944297	3947006	1	1	1	46	0	75
chr19	3947126	3948627	1	1	1	47	0	73
chr19	3966020	3966371	1	1	1	1	0	48
